timestamp,usde,usdt,usdc,dai,frax
2025-09-01 04:00:00,1.0007146009996255,1.0001392677476608,0.9998100049290942,0.9996431797018546,0.9981588553462176
2025-09-01 08:00:00,1.000760508174455,1.0000367142691102,0.9998450975315395,0.9998374596209252,0.9979192987186266
2025-09-01 12:00:00,1.0009699227970732,1.0001444973331377,0.9998125927520704,0.9999488552763238,0.9976629025705926
2025-09-01 16:00:00,1.0008323241264687,1.000037477797489,0.9998161496228306,0.9997923359770359,0.9981810043259904
2025-09-01 20:00:00,1.0009186028517523,1.0001367812360824,0.9998023540830888,0.9999273351494775,0.9981970984688874
2025-09-02 00:00:00,1.000868173602774,1.0000026266587332,0.9998142569365158,0.9998290664164281,0.9983739343407482
2025-09-02 04:00:00,1.0005478143304924,1.000074062945913,0.9998109095089429,0.9998902327828642,0.9982024701603698
2025-09-02 08:00:00,1.0040715981748092,1.0002106661964867,0.9997675221288965,1.00045403860687,0.9976978417067129
2025-09-02 12:00:00,1.0013335853745151,1.0001017860194767,0.9998141213004825,1.000271501260222,0.9980460357589775
2025-09-02 16:00:00,1.0006412715322828,1.000021591983822,0.99980849004127,0.9995006703959508,0.998434389322655
2025-09-02 20:00:00,1.0010572207408919,1.0000761791409793,0.9998073152230287,0.9996434277025698,0.9983703982620643
2025-09-03 00:00:00,1.0008740799048281,1.000100508781484,0.9998045329497738,0.9994377922702312,0.9976896088765822
2025-09-03 04:00:00,1.0004363896716129,1.000108831720073,0.9998110155907882,0.9989877181297528,0.9981010900615948
2025-09-03 08:00:00,1.000634750147602,1.0000994823860758,0.9998044568766792,0.999215408151175,0.9982333760903628
2025-09-03 12:00:00,1.0002128460932431,1.0002069262012772,0.9998096093867216,0.9989621327951577,0.9986788700527153
2025-09-03 16:00:00,1.001227125117228,1.000290171198975,0.9998104520666624,1.0011876815521672,0.9986433040608262
2025-09-03 20:00:00,1.0014644298729345,1.0003918857563658,0.9998092023854165,1.0019052175506933,0.9992472488589013
2025-09-04 00:00:00,1.0005789556576707,1.0003653837600306,0.9998223741950104,0.9999514188995007,0.9981888677839889
2025-09-04 04:00:00,1.0005730323849507,1.000262406439419,0.9997027163572131,1.0009372604248539,0.9979864568427618
2025-09-04 08:00:00,1.000229360320025,1.00027440861642,0.9998124796277945,0.9992851967786727,0.997381021489387
2025-09-04 12:00:00,1.0006513666535464,1.0002862251130202,0.9997594460136537,0.9990047962022669,0.997460704502786
2025-09-04 16:00:00,0.9998225643754011,1.000262722332917,0.99979324209687,0.9988095372914614,0.9970479896000376
2025-09-04 20:00:00,1.0018985193217689,1.0000891956811435,0.9997970240693743,0.9998140722178452,0.9989194449915355
2025-09-05 00:00:00,1.001676304822313,1.0001206374209908,0.999728640818074,0.9995167842063052,0.9979389235885332
